pig	sire	dam	year	sex	pen	weanage	weanwt	adg	weight	loinarea
1383	259	258	2006	1	8	21	11.75	1.6	200	5.59
1384	259	258	2006	1	15	21	11.45	1.9	212	5.5
1385	259	258	2006	1	40	21	14.6	1.9	245	5.73
411	259	258	2006	1	36	21	13.35	2	245	6.1
1386	234	260	2006	2	43	20	16.9	1.3	173	3.92
416	234	260	2006	1	36	20	17.7	2.1	260	6.73
1387	234	260	2006	1	38	20	15.35	1.9	240	5.91
1388	234	260	2006	1	44	20	16.15	1.9	250	5.63
1389	234	260	2006	1	42	20	15.65	1.5	202	4.4
1390	232	261	2006	2	33	21	13.4	1.7	226	5.57
1391	232	261	2006	3	19	21	14	1.8	218	5.41
1392	232	261	2006	1	14	21	11.2	1.9	217	6.53
1393	232	261	2006	1	12	21	9	1.8	214	6.02
1394	232	261	2006	1	30	21	12.95	1.6	210	4.74
1395	232	261	2006	1	16	21	9.8	1.6	192	6.09
1396	212	262	2006	2	43	21	11.2	2.1	258	5.21
1397	212	262	2006	3	39	21	9.25	2	251	5.83
1398	212	262	2006	1	34	21	12.4	1.8	225	5.76
1399	212	262	2006	1	40	21	14.1	2.1	269	6.91
1400	212	262	2006	1	38	21	12.25	1.7	220	5.17
1401	202	263	2006	2	43	21	13.85	1.6	208	4.72
1402	202	263	2006	3	39	21	13.8	1.8	226	5.5
1403	202	263	2006	1	1	21	13.1	1.7	215	5.17
1404	202	263	2006	1	15	21	11.25	1.6	200	5.77
1405	202	263	2006	1	32	21	13.05	1.7	215	5.91
1406	202	263	2006	1	10	21	13.25	1.6	186	4.67
1407	265	264	2006	2	43	21	15.65	1.5	203	5.34
1408	265	264	2006	3	19	21	14	2.2	263	5.9
1409	265	264	2006	3	37	21	13.65	2.1	252	5.24
1410	265	264	2006	1	2	21	12.4	2.2	258	6.18
1411	265	264	2006	1	34	21	12.95	2	260	7.21
1412	265	264	2006	1	46	21	16.35	2	264	5.89
1413	232	266	2006	3	37	21	12.8	2	241	4.62
339	232	266	2006	2	45	21	15	1.9	240	4.41
1414	232	266	2006	1	32	21	13.65	1.6	200	4.05
345	232	266	2006	1	10	21	15.2	1.9	225	6.33
314	232	266	2006	1	34	21	14.7	1.8	221	4.97
1415	220	267	2006	2	43	20	12.2	1.9	238	5.25
326	220	267	2006	2	45	20	15	2.2	279	6.62
1416	220	267	2006	3	39	20	11.15	1.9	234	6.05
1417	220	267	2006	1	32	20	13.5	2	250	5.93
385	220	267	2006	1	34	20	13.15	1.6	200	6.08
1418	220	267	2006	1	7	20	11.3	1.8	200	4.86
1419	226	268	2006	2	35	20	15.15	1.8	230	5.24
1420	226	268	2006	1	22	20	13.55	1.7	201	4.97
1421	226	268	2006	1	7	20	14.65	2	220	5.24
1422	226	268	2006	1	30	20	14.35	2.1	260	7.29
1423	224	269	2006	3	39	20	14.2	2.1	256	4.8
1424	224	269	2006	2	43	20	15.95	1.9	238	5.78
1425	224	269	2006	1	38	20	14.35	1.8	225	5.47
1426	224	269	2006	1	32	20	14.45	1.9	245	5.38
1427	224	269	2006	1	10	20	13.75	2.4	266	5.52
1428	216	270	2006	2	41	20	16.05	1.8	227	5.27
1429	216	270	2006	3	19	20	11.4	1.8	214	5.67
1430	216	270	2006	1	30	20	13.35	1.8	230	5.58
1431	216	270	2006	1	9	20	12.7	1.9	212	5.92
387	216	270	2006	1	11	20	15.85	2	253	4.79
1432	216	270	2006	1	20	20	14	2.1	267	6.77
1433	216	270	2006	1	22	20	15	2.1	239	6.06
1434	234	271	2006	2	35	20	14.4	1.8	236	5.97
1435	234	271	2006	2	33	20	16.1	2	252	6.84
1436	234	271	2006	1	22	20	12.3	1.6	210	5.47
1437	234	271	2006	1	30	20	14.15	2	255	5.53
350	234	271	2006	1	28	20	15.7	2	253	8.31
1438	208	272	2006	2	31	20	16.4	1.9	240	6.09
1439	208	272	2006	3	19	20	14.8	1.9	228	4.7
370	208	272	2006	1	16	20	13.45	1.8	215	5.59
1440	208	272	2006	1	20	20	14.95	2	236	6.88
1441	208	272	2006	1	18	20	13.4	2.1	233	7.1
1442	208	273	2006	2	41	22	16.6	2	253	7.23
1443	208	273	2006	1	13	22	9.1	1.9	229	5.3
380	208	273	2006	1	10	22	13.45	1.8	220	6.56
331	208	273	2006	1	24	22	17	2	258	6.59
1444	208	273	2006	1	22	22	13.1	1.3	177	5.2
1445	208	273	2006	1	12	22	13	1.8	207	5.08
1446	208	273	2006	1	11	22	12.2	1.6	204	4.64
1447	275	274	2006	2	33	22	14.3	2.2	267	6.44
1448	275	274	2006	3	19	22	11.5	1.9	227	6.43
355	275	274	2006	2	35	22	16.1	1.7	214	4.98
382	275	274	2006	1	14	22	10.65	2	219	6.45
1449	275	274	2006	1	30	22	16.7	1.7	232	6
1450	275	274	2006	1	28	22	12.6	2	245	6.44
1451	275	274	2006	1	16	22	11.8	2.1	250	7.07
1452	198	276	2006	2	31	22	13.35	2	245	5.31
1453	198	276	2006	1	12	22	11.75	1.9	234	6.16
1454	198	276	2006	1	16	22	12.3	2	240	8.07
1455	198	276	2006	1	20	22	13.75	1.9	230	6.49
1456	198	276	2006	1	18	22	14.8	1.8	218	5.66
1457	198	276	2006	1	15	22	10.7	2.1	235	5.31
379	198	276	2006	1	13	22	11.4	1.8	220	5.94
1458	198	276	2006	1	14	22	11.7	1.6	190	4.43
1459	222	277	2006	2	33	22	14.75	1.7	208	5.17
1460	222	277	2006	2	35	22	14.6	2.3	274	5.97
1461	222	277	2006	1	12	22	13.15	2	227	4.99
1462	222	277	2006	1	14	22	9.2	1.9	213	5.06
1463	220	278	2006	2	35	22	17.4	2.1	264	5.99
1464	220	278	2006	1	7	22	17.4	1.8	215	5.1
1465	220	278	2006	1	30	22	15.4	1.9	244	6.51
1466	220	278	2006	1	28	22	11.6	1.7	200	6.61
1467	220	278	2006	1	18	22	10.6	1.5	170	5.05
386	218	279	2006	2	33	22	12.25	1.8	220	5.18
1468	218	279	2006	1	15	22	7.8	1.9	215	5.35
1469	218	279	2006	1	12	22	10.75	1.9	220	6.05
1470	218	279	2006	1	14	22	11.85	1.8	205	6.62
1471	218	279	2006	1	18	22	11.25	1.9	205	5.18
1472	247	280	2006	3	39	22	17.65	2	246	6.89
1473	247	280	2006	2	35	22	16.55	1.9	232	5.99
1474	247	280	2006	1	18	22	13.25	2.1	242	6.95
1475	247	280	2006	1	28	22	14.85	2.1	255	6.42
1476	247	280	2006	1	30	22	17.9	1.9	232	5.26
1477	247	280	2006	1	22	22	16.05	2	246	6.89
1478	265	281	2006	2	31	22	11.25	2	245	6.05
1479	265	281	2006	1	9	22	8.25	2	209	6.72
1480	265	281	2006	1	10	22	11.5	2.1	238	5.98
1481	265	281	2006	1	20	22	11.55	1.9	218	5.01
1482	265	281	2006	1	16	22	12.85	2.2	252	7.45
1483	214	282	2006	2	33	21	13.4	1.9	232	5.06
413	214	282	2006	1	11	21	14.85	2.1	255	6.34
1484	214	282	2006	1	18	21	12.9	1.9	228	6.74
1485	214	282	2006	1	12	21	16.65	1.8	218	5.03
1486	214	282	2006	1	14	21	15.4	1.8	205	5.77
1487	214	282	2006	1	20	21	15.9	1.9	222	6.93
344	210	283	2006	2	35	21	15.9	2.2	276	7.43
354	210	283	2006	1	7	21	8.95	1.5	169	4.93
409	210	283	2006	1	30	21	16.5	1.9	235	5.9
363	252	284	2006	2	31	21	14.2	1.5	185	4.41
395	252	284	2006	1	28	21	14.6	2.3	265	6.6
1488	252	284	2006	1	18	21	12.7	2	240	6
1489	252	284	2006	1	22	21	14.5	1.9	228	6.09
1490	202	285	2006	2	35	21	16.35	2.1	259	4.94
1491	202	285	2006	1	22	21	15.65	1.4	178	4.74
1492	202	285	2006	1	7	21	16.1	1.2	149	3.96
1493	202	285	2006	1	20	21	13.7	1.9	200	4.72
1494	202	285	2006	1	11	21	13.15	1.9	225	5.23
1495	202	285	2006	1	16	21	13.85	0.9	142	4.04
1496	202	285	2006	1	13	21	13.05	2	247	6.1
397	200	286	2006	2	41	21	16.8	1.9	248	6.92
1497	200	286	2006	1	28	21	17.4	2.2	258	7.84
1498	200	286	2006	1	12	21	15.75	2.1	260	6.64
1499	200	286	2006	1	3	21	18.1	2.1	270	7.1
367	200	286	2006	1	11	21	16.65	2.3	270	7.31
418	200	286	2006	1	10	21	16.45	2	248	7.57
1500	200	286	2006	1	26	21	17.1	2.2	252	7.49
1501	200	286	2006	1	13	21	14.95	2.1	252	7.75
1502	226	287	2006	2	31	21	16.7	2.3	271	4.82
1503	226	287	2006	3	17	21	14.4	2	252	5.03
1504	226	287	2006	1	12	21	16.8	1.8	223	5.53
1505	226	287	2006	1	28	21	13.6	2.2	269	6.21
1506	206	288	2006	2	21	21	13.75	1.7	204	4.55
1507	206	288	2006	1	15	21	10.55	1.8	206	5.7
1508	206	288	2006	1	6	21	13.55	1.7	215	6.64
1509	206	288	2006	1	13	21	11.5	2.2	245	7.5
325	206	288	2006	1	2	21	13.3	1.6	211	5.9
1510	206	288	2006	1	8	21	11.75	2	241	6.71
1511	206	288	2006	1	1	21	12.8	2	250	6.35
1512	206	288	2006	1	11	21	10.55	2.1	242	6.13
1513	214	289	2006	2	25	20	15.6	1.8	227	5.38
1514	214	289	2006	1	8	20	13.85	2	248	8.1
375	214	289	2006	1	26	20	15	2	242	6.08
1515	214	289	2006	1	24	20	14.6	1.8	223	5.41
1516	214	289	2006	1	6	20	11.4	1.9	242	6.51
1517	216	290	2006	2	25	20	16.55	2.4	282	7.83
1518	216	290	2006	1	6	20	15.15	2	243	6.58
388	216	290	2006	1	8	20	17.75	1.6	213	5.89
1519	259	291	2006	3	19	20	9.75	1.8	209	6.09
1520	259	291	2006	2	31	20	11	2	236	4.44
1521	259	291	2006	2	23	20	10.75	1.8	208	5
1522	259	291	2006	1	5	20	12.05	1.4	155	4.35
1523	259	291	2006	1	14	20	10.5	1.8	210	5.57
1524	259	291	2006	1	9	20	6.8	1.9	205	5.98
1525	259	291	2006	1	18	20	11.9	1.9	230	5.84
1526	228	292	2006	3	17	20	14.85	1.9	233	5.73
315	228	292	2006	2	21	20	18.6	2	250	6.09
351	228	292	2006	2	25	20	17.65	1.6	207	4.41
407	228	292	2006	1	26	20	17.1	2	244	6.75
383	228	292	2006	1	6	20	17.8	1.7	223	5.88
1527	228	292	2006	1	24	20	16.65	2.1	250	7.14
333	247	293	2006	1	24	20	14.85	1.9	242	6.38
1528	247	293	2006	1	8	20	14.1	1.9	249	7.58
1529	247	293	2006	1	26	20	13.5	2.2	266	7.19
1530	247	293	2006	1	6	20	12.5	1.8	216	5.99
364	236	294	2006	1	14	21	13.6	2.1	235	6.45
412	236	294	2006	1	16	21	10.6	2.3	250	8.02
1531	236	294	2006	1	20	21	12.2	1.6	185	5.01
1532	275	295	2006	3	17	21	11.45	1.9	230	7.41
332	275	295	2006	2	21	21	12.05	1.9	227	6.54
1533	275	295	2006	2	25	21	14.65	1.8	217	6.29
357	275	295	2006	1	2	21	12.6	1.8	218	7.34
1534	275	295	2006	1	4	21	13	1.8	218	6.07
352	275	295	2006	1	26	21	14.65	1.9	235	6.49
1535	275	295	2006	1	6	21	13.65	1.7	211	5.96
1536	232	296	2006	2	25	20	16.6	1.8	222	5.68
1537	232	296	2006	2	21	20	15.25	2	235	5.31
1538	232	296	2006	1	6	20	15.05	1.6	215	6.06
343	232	296	2006	1	26	20	12.9	1.8	227	5.01
340	232	296	2006	1	24	20	14.5	1.9	230	6.46
1539	228	297	2006	2	25	20	15.8	1.8	212	4.75
1540	228	297	2006	1	4	20	13.85	1.9	230	5.98
1541	228	297	2006	1	1	20	13.6	2	256	5.43
366	228	297	2006	1	11	20	14.15	2.2	269	6.13
410	228	297	2006	1	13	20	14.6	1.8	223	6.68
405	228	297	2006	1	2	20	13.3	2	228	6.36
1542	222	298	2006	2	25	20	17.8	1.9	235	5.64
1543	222	298	2006	1	8	20	18.25	1.8	230	5.88
1544	222	298	2006	1	24	20	17.1	2	245	7.06
368	222	298	2006	1	26	20	14.3	1.9	218	5.15
1545	212	299	2006	2	33	20	14.8	1.2	148	3.15
1546	212	299	2006	1	22	20	16.95	1	140	4.27
1547	212	299	2006	1	16	20	16.75	1.4	155	4.19
1548	212	299	2006	1	20	20	16.1	1.6	195	4.71
1549	234	300	2006	2	21	19	14.25	1.8	222	5.15
1550	234	300	2006	1	24	19	14.2	1.8	227	6.41
365	234	300	2006	1	8	19	19.25	2.2	275	8.32
1551	234	300	2006	1	26	19	14.05	2	233	5.82
1552	202	301	2006	2	25	23	19.1	1.7	221	4.61
1553	202	301	2006	1	6	23	19.25	1.9	225	4.72
1554	202	301	2006	1	24	23	16.5	2	246	6.05
1555	202	301	2006	1	8	23	21.2	2.2	262	6.21
1556	202	301	2006	1	4	23	15.75	1.8	217	5.95
1557	265	302	2006	2	23	23	17.35	1.6	200	5.9
1558	265	302	2006	3	17	23	15.3	2	235	4.87
1559	265	302	2006	2	21	23	14.85	1.9	228	5
1560	265	302	2006	1	5	23	16.6	1.8	215	5.3
1561	252	303	2006	3	17	22	16.9	1.9	233	6.78
1562	252	303	2006	1	4	22	12.2	1.5	175	5.1
1563	252	303	2006	1	1	22	18.2	2	225	6.05
1564	252	303	2006	1	3	22	16.3	2	240	6.23
1565	252	303	2006	1	2	22	17.15	2.3	266	6.1
1566	220	304	2006	2	21	22	14.45	2.2	236	5.04
1567	220	304	2006	2	23	22	16.2	1.9	237	5.72
1568	220	304	2006	3	17	22	14.45	1.8	232	6.01
1569	220	304	2006	1	3	22	12.45	2	235	6.16
373	226	305	2006	1	2	22	18.3	1.7	205	4.95
1570	226	305	2006	1	1	22	17.2	1.9	225	6.01
1571	226	305	2006	1	4	22	16	1.4	178	6.09
1572	226	305	2006	2	23	22	13.65	1.3	155	4.72
1573	204	306	2006	2	23	21	14.85	1.4	180	4.2
1574	204	306	2006	1	3	21	11	2	238	5.94
1575	204	306	2006	1	2	21	15.2	2	235	5.7
415	204	306	2006	1	1	21	12.3	1.7	210	6.23
1576	224	307	2006	1	9	21	10.65	1.4	165	4.54
1577	224	307	2006	1	1	21	15.25	1.7	192	5.57
1578	224	307	2006	1	15	21	11.55	1.9	201	6.1
1579	224	307	2006	1	4	21	16.45	1.9	210	4.1
389	224	307	2006	1	13	21	13.5	1.7	200	5.29
1580	224	307	2006	1	5	21	14.05	2	227	5.72
1581	214	308	2006	2	23	22	16.65	1.7	200	4.83
1582	214	308	2006	1	3	23	14.45	1.7	200	6.22
1583	214	308	2006	1	7	22	13.1	2	212	6.2
1584	214	308	2006	1	15	22	13.15	1.7	203	5.45
1585	214	308	2006	1	4	22	14.45	1.8	212	6.38
1586	214	308	2006	1	5	22	13.45	1.9	213	4.68
1587	214	308	2006	1	9	22	12.65	1.8	210	5.44
1588	216	309	2006	1	7	21	10.85	1.9	200	5.28
1589	216	309	2006	1	9	21	10.4	2.2	224	6.39
1590	216	309	2006	1	5	21	12.3	1.6	180	5.04
444	311	310	2007	2	57	20	14.3	2	257	6.86
478	311	310	2007	2	59	20	15.7	2.3	280	6.91
1591	311	310	2007	3	41	20	15.8	2.1	258	7.95
535	311	310	2007	1	58	20	14.65	1.9	269	7.47
480	311	310	2007	1	60	20	12.75	1.9	270	7.9
1592	313	312	2007	2	59	20	12.2	2.3	302	5.44
1593	313	312	2007	2	57	20	12.45	2.3	295	7.09
1594	313	312	2007	3	41	20	11.6	2.4	308	7.12
1595	313	312	2007	1	58	20	12.1	2.1	295	7.39
1596	313	312	2007	1	60	20	11.1	2.1	276	7.7
1597	313	312	2007	1	56	20	12.3	2	280	7.29
1598	313	312	2007	1	54	20	12.35	2.2	290	6.63
1599	315	314	2007	3	41	19	9.75	1.9	247	6.13
503	315	314	2007	1	52	19	7.8	1.6	205	5.26
525	315	314	2007	1	34	19	9	1.7	217	6.35
1600	315	314	2007	1	21	25	5.45	1.9	235	6.09
1601	315	314	2007	1	42	19	7.6	1.3	170	4.73
1602	315	316	2007	3	41	22	13.1	2	274	7.57
1603	315	316	2007	2	51	22	11.35	1.8	249	5.87
1604	315	316	2007	2	55	22	12	1.8	235	6.11
1605	315	316	2007	1	50	22	12.25	1.8	237	6.6
1606	315	316	2007	1	54	22	11.35	1.8	240	6.94
1607	315	316	2007	1	60	22	11.45	1.9	250	5.67
1608	315	316	2007	1	52	22	9.6	2	257	5.76
1609	315	316	2007	1	42	22	9.4	2	255	6.07
463	318	317	2007	2	55	22	12.15	2	251	6.38
1610	318	317	2007	2	53	22	11.8	1.4	213	6.06
1611	318	317	2007	3	41	22	9.4	1.8	238	6.82
1612	318	317	2007	3	39	22	10.75	2.3	277	5.43
1613	318	317	2007	1	42	22	9.75	1.8	248	7.08
518	318	317	2007	1	50	22	11.85	1.8	258	7.3
1614	318	317	2007	1	34	22	8.95	1.8	239	6.96
1615	318	317	2007	1	54	22	11	1.8	245	6.27
1616	320	319	2007	2	57	22	13	1.9	251	6.31
1617	320	319	2007	2	59	22	14.3	2.2	280	7.06
1618	320	319	2007	3	41	22	13.25	1.9	245	6.23
1619	320	319	2007	1	60	22	14.3	1.7	233	5.68
524	320	319	2007	1	56	22	15.35	2.2	276	6.99
1620	322	321	2007	3	41	21	14.45	2.1	277	6.24
1621	322	321	2007	2	59	21	15.45	1.6	222	5.56
1622	322	321	2007	2	57	21	14.5	1.8	233	5.65
1623	322	321	2007	1	56	21	14.95	1.7	228	6.09
481	322	321	2007	1	58	21	15.6	2	260	6.19
534	322	321	2007	1	54	21	14.7	1.6	220	6.24
495	322	321	2007	1	60	21	13.2	1.9	253	5.59
1624	324	323	2007	2	57	21	14	1.7	233	4.82
424	324	323	2007	2	59	21	14.85	2.1	280	6.19
1625	324	323	2007	1	60	21	15.15	1.6	222	5.5
449	324	323	2007	1	54	21	14.8	1.8	242	6.36
427	324	323	2007	1	58	21	16	1.9	246	6.28
1626	324	323	2007	1	56	21	15.25	1.9	250	6.24
426	326	325	2007	2	55	21	13.75	1.9	243	6.16
422	326	325	2007	2	57	21	13.1	2.1	267	6.42
1627	326	325	2007	3	39	21	13.2	2.1	255	4.89
472	326	325	2007	1	60	21	12.9	2	250	6.32
1628	328	327	2007	2	59	21	15.4	2.1	285	4.91
1629	328	327	2007	2	57	21	16.15	2	260	4.91
1630	328	327	2007	3	41	21	13.2	1.6	236	5.48
516	328	327	2007	1	60	21	12.5	1.8	237	5.95
527	328	327	2007	1	54	21	13.6	2	268	5.52
1631	328	327	2007	1	58	21	14.9	2	269	6.44
1632	330	329	2007	2	53	20	10.2	1.8	232	6.31
1633	330	329	2007	2	51	20	10.05	1.4	185	4.7
1634	332	331	2007	2	53	20	11.7	1.7	225	5.59
1635	332	331	2007	2	55	20	12.55	1.9	242	5.12
1636	332	331	2007	3	39	20	8.2	1.5	185	5.09
1637	332	331	2007	1	50	20	10.7	1.9	245	6.27
1638	332	331	2007	1	25	20	8.1	1.6	202	5.99
1639	334	333	2007	3	39	20	13.2	2	265	6.44
1640	334	333	2007	2	59	20	13.35	1.8	243	5.54
1641	334	333	2007	2	57	20	13	1.9	243	5.51
1642	334	333	2007	1	21	20	5.65	1.6	195	4.74
1643	334	333	2007	1	56	20	13.2	1.5	205	6.39
1644	334	333	2007	1	50	20	11.7	1.9	245	6.91
1645	334	333	2007	1	42	20	13.25	1.9	241	5.37
1646	334	333	2007	1	58	20	11.05	1.8	222	5.31
1647	313	335	2007	2	53	20	11	1.6	214	4.51
1648	313	335	2007	2	55	20	13.2	1.5	210	4.9
1649	313	335	2007	3	39	20	9.8	1.9	223	6.2
1650	313	335	2007	1	52	20	12.9	2	248	6.47
1651	313	335	2007	1	50	20	12.35	1.6	209	6.56
1652	313	335	2007	1	56	20	12.9	1.5	205	4.67
1653	313	335	2007	1	34	20	13	1.9	235	6.37
1654	337	336	2007	2	59	20	14.3	1.8	241	5.09
1655	337	336	2007	2	55	20	12.7	1.4	185	5.19
468	337	336	2007	1	54	20	13.3	1.7	220	6.41
459	337	336	2007	1	52	20	12.5	1.8	233	5.36
1656	339	338	2007	3	39	19	7.3	1.7	214	5.07
1657	339	338	2007	2	51	19	8.4	1.6	210	5.79
1658	339	338	2007	2	53	19	8.85	1.8	215	5.02
1659	339	338	2007	1	56	19	10.05	1.6	217	5.36
1660	339	338	2007	1	42	19	11.1	2.1	263	5.28
441	339	338	2007	1	50	19	10.15	1.8	230	4.93
1661	339	338	2007	1	52	19	10.45	1.9	235	6.63
1662	332	340	2007	2	51	19	10.55	1.8	215	5.63
1663	332	340	2007	3	39	19	10.75	2.1	262	7.07
1664	332	340	2007	1	50	19	12.35	1.7	215	7.36
1665	332	340	2007	1	34	19	10.2	1.9	235	5.61
1666	332	340	2007	1	42	19	8.3	1.9	233	6.83
1667	332	340	2007	1	56	19	11.65	1.8	232	7.08
1668	342	341	2007	2	51	19	13.05	1.9	247	5.84
1669	342	341	2007	2	53	19	13.45	1.2	177	4.34
507	342	341	2007	1	42	19	11	1.9	234	5.76
1670	342	341	2007	1	34	19	12.95	1.6	204	7
1671	342	341	2007	1	50	19	13.95	1.5	198	5.64
1672	344	343	2007	2	55	18	11.25	1.8	224	6.66
1673	344	343	2007	1	58	18	12.3	2.1	265	7.14
1674	346	345	2007	2	53	18	10.85	2	247	5.38
1675	346	345	2007	2	51	18	10.3	2	241	5.19
501	346	345	2007	1	52	18	9.4	1.8	223	6.55
1676	346	345	2007	1	34	18	11.15	2.3	280	6.24
467	346	345	2007	1	30	18	10.05	1.6	195	4.6
499	346	345	2007	1	32	18	9.55	1.8	225	5.2
446	337	347	2007	2	51	21	13.25	1.6	203	5.71
440	337	347	2007	2	53	21	13.2	2.1	255	5.92
1677	337	347	2007	3	39	21	12.65	1.5	181	5.87
465	337	347	2007	1	42	21	13.05	1.7	210	5.78
1678	337	347	2007	1	52	21	14.9	1.8	222	5.72
1679	337	347	2007	1	27	21	10.75	1.8	217	5.63
477	337	347	2007	1	34	21	11.6	1.9	229	6.21
1680	330	348	2007	3	35	21	13.85	1.8	239	6.27
1681	330	348	2007	2	47	21	14.55	1.9	240	5.88
1682	330	348	2007	2	45	21	14.45	1.8	234	5.5
1683	330	348	2007	1	44	21	12.5	1.4	175	3.57
1684	330	348	2007	1	40	21	12.35	1.7	218	4.1
1685	330	348	2007	1	46	21	13.15	1.9	230	4.53
428	322	349	2007	2	49	20	10.7	2.2	258	6.18
1686	322	349	2007	1	46	20	11.9	1.9	236	4.99
1687	322	349	2007	1	40	20	10	2.1	257	6.03
1688	322	349	2007	1	48	20	12.15	1.8	228	6.48
1689	322	349	2007	1	36	20	10.45	1.9	230	7.19
1690	351	350	2007	2	45	20	14.3	1.9	245	6.29
1691	351	350	2007	3	35	20	13	1.7	215	4.84
1692	351	350	2007	2	47	20	13.1	1.5	183	3.91
1693	351	350	2007	1	46	20	12.6	1.6	200	5.42
1694	351	350	2007	1	40	20	11.4	1.7	215	5.91
1695	351	350	2007	1	48	20	14.45	1.7	211	4.47
1696	351	350	2007	1	44	20	12.95	1.6	206	5.4
1697	324	352	2007	3	35	20	13.05	2	255	6.67
1698	324	352	2007	2	47	20	13.25	1.8	220	5.76
1699	324	352	2007	2	45	20	14.2	1.8	220	5.59
1700	324	352	2007	1	36	20	13.05	1.8	229	6.75
1701	324	352	2007	1	44	20	13.65	1.5	196	5.15
1702	324	352	2007	1	46	20	14.5	1.7	212	5.67
513	324	352	2007	1	48	20	13.45	1.7	205	6.1
1703	320	353	2007	3	37	19	10.45	1.7	217	5.62
1704	320	353	2007	2	47	19	12.15	2.1	245	5.5
1705	320	353	2007	3	35	22	11.6	1.9	227	5.43
1706	320	353	2007	1	36	19	13.8	2.1	253	5.48
1707	320	353	2007	1	44	19	13.9	1.7	223	5.86
1708	320	353	2007	1	48	19	15.7	2	256	7.02
1709	320	353	2007	1	46	19	14.5	1.9	240	6.13
1710	355	354	2007	3	35	19	11.85	1.6	194	5.29
1711	355	354	2007	2	49	19	13.1	1.8	224	6.08
1712	355	354	2007	2	43	19	14.1	1.8	240	5.58
1713	355	354	2007	1	38	19	13.75	1.7	218	6.51
1714	355	354	2007	1	36	19	12.6	1.8	220	5.57
1715	355	354	2007	1	40	19	10.6	1.6	203	6.62
1716	344	356	2007	2	47	19	11.9	1.7	204	5.23
1717	344	356	2007	2	45	19	13	1.7	215	5.68
1718	344	356	2007	3	35	19	11.9	1.8	224	5.87
1719	344	356	2007	1	44	19	11.1	1.5	189	6.09
1720	344	356	2007	1	38	19	9.85	1.7	205	6.28
1721	344	356	2007	1	40	19	10.9	1.6	200	5.87
1722	344	356	2007	1	36	19	10.25	1.5	179	5.19
1723	358	357	2007	2	47	21	15.2	2.1	267	6.47
1724	358	357	2007	2	49	21	14.05	2	245	6.05
1725	358	357	2007	1	32	21	14.25	1.9	250	6.3
1726	358	357	2007	1	30	21	15.35	2	244	7.15
1727	318	359	2007	2	45	21	14.15	1.7	219	4.86
517	318	359	2007	1	48	21	14.9	2	255	6.16
443	318	359	2007	1	38	21	15.2	2	259	5.97
433	318	359	2007	1	46	21	14.6	2	260	6.61
1728	318	359	2007	1	44	21	15.7	1.9	240	6.16
1729	361	360	2007	3	37	20	12.15	1.5	181	3.96
1730	361	360	2007	2	49	20	14.4	1.5	200	4.1
1731	361	360	2007	1	38	20	13	1.8	220	6.62
1732	361	360	2007	1	32	20	16	1.5	200	4.35
1733	361	360	2007	1	30	20	13.55	1.7	212	5.36
1734	361	360	2007	1	54	20	12.65	1.4	182	3.67
1735	363	362	2007	2	45	20	13.5	1.6	194	4.39
1736	363	362	2007	3	35	20	13	1.5	177	3.82
1737	363	362	2007	1	32	20	13.8	0.9	130	3.73
1738	363	362	2007	1	44	20	13.5	1.7	215	5.41
1739	363	362	2007	1	38	20	14.2	1.7	203	5.19
1740	363	362	2007	1	36	20	11.2	1.4	164	4.36
432	328	364	2007	2	45	20	11.05	1.8	215	5.11
1741	328	364	2007	3	37	20	10.2	1.9	230	6.43
1742	328	364	2007	3	51	20	11.05	1.8	210	4.78
1743	328	364	2007	1	46	20	9.5	1.9	227	5.35
1744	328	364	2007	1	36	20	9.6	1.8	212	5.49
1745	328	364	2007	1	48	20	12.05	1.6	200	5.96
445	328	364	2007	1	40	20	11.05	1.6	206	4.41
1746	334	365	2007	2	47	20	11.75	2.4	280	6.8
1747	334	365	2007	2	49	20	10.85	2	246	6.16
1748	334	365	2007	3	37	20	10.5	1.9	230	6.2
1749	334	365	2007	1	38	20	13.05	2	246	6.43
1750	334	365	2007	1	36	20	10	1.9	218	5.1
1751	334	365	2007	1	32	20	13.5	2	257	5.57
1752	334	365	2007	1	40	20	11.75	1.7	210	5.44
1753	358	366	2007	3	35	20	11.6	1	149	3.94
1754	358	366	2007	2	47	20	12.15	2.1	260	4.72
1755	358	366	2007	2	45	20	10.55	2	250	5.17
1756	358	366	2007	1	48	20	10	1.8	213	3.67
1757	358	366	2007	1	44	20	10.3	1.9	230	5.16
493	358	366	2007	1	46	20	10.5	2	248	5.57
538	358	366	2007	1	40	20	10.45	1.8	223	4.61
1758	351	367	2007	3	37	20	13.5	1.8	225	6.47
1759	351	367	2007	2	49	20	12.5	1.7	205	5.15
510	351	367	2007	1	20	20	10.15	1.8	229	4.64
1760	351	367	2007	1	32	20	11.3	1.7	210	4.79
1761	351	367	2007	1	30	20	13.4	1.7	216	5.7
1762	361	368	2007	3	37	20	10.6	1.4	171	4.46
1763	361	368	2007	2	43	20	12.1	1.8	219	4.68
454	361	368	2007	2	5	20	9.85	1.5	203	5.89
476	361	368	2007	1	32	20	10.05	1.5	184	3.52
1764	361	368	2007	1	20	20	10.3	1.7	217	5.44
484	361	368	2007	1	30	20	10.4	1.6	190	4.08
437	361	368	2007	1	58	20	11	1.6	194	4.36
1765	313	369	2007	2	43	20	12.35	1.9	232	5.61
